53,15,109,16,109,29,53,29
112,16,202,16,202,29,112,29
205,16,252,16,252,29,205,29
254,17,293,17,293,29,254,29
88,32,133,32,133,41,88,41
134,32,148,32,148,41,134,41
149,32,185,32,185,41,149,41
186,32,229,32,229,41,186,41
230,30,257,30,257,42,230,42
12,68,82,68,82,80,12,80
121,68,154,68,154,80,121,80
120,98,162,98,162,110,120,110
209,130,230,130,230,142,209,142
121,132,150,132,150,142,121,142
152,132,178,132,178,142,152,142
277,134,334,134,334,148,277,148
120,162,173,162,173,174,120,174
208,162,252,162,252,174,208,174
255,186,290,178,294,200,259,207
122,196,152,196,152,205,122,205
152,194,178,194,178,205,152,205
